trainingdata,dim,n,m,track,rank,step,l,acc,model,C
jrnd,30,6,5,rnd,p,22,1586,84.1110,PREF,10
jrnd,30,6,5,rnd,p,23,1262,85.2615,PREF,10
jrnd,30,6,5,rnd,p,24,938,86.9936,PREF,10
jrnd,30,6,5,rnd,p,25,730,90.4110,PREF,10
jrnd,30,6,5,rnd,p,26,458,96.0699,PREF,10
jrnd,30,6,5,rnd,p,27,264,100.0000,PREF,10
jrnd,30,6,5,rnd,p,28,104,98.0769,PREF,10
jrnd,30,6,5,rnd,p,29,20,100.0000,PREF,10
jrnd,30,6,5,rnd,a,1,11772,53.8056,PREF,10
jrnd,30,6,5,rnd,a,2,11654,61.1807,PREF,10
jrnd,30,6,5,rnd,a,3,11620,65.3184,PREF,10
jrnd,30,6,5,rnd,a,4,11114,65.8989,PREF,10
jrnd,30,6,5,rnd,a,5,11226,68.9471,PREF,10
jrnd,30,6,5,rnd,a,6,10684,67.7462,PREF,10
jrnd,30,6,5,rnd,a,7,10600,68.0000,PREF,10
jrnd,30,6,5,rnd,a,8,10350,67.3623,PREF,10
jrnd,30,6,5,rnd,a,9,9844,71.3734,PREF,10
jrnd,30,6,5,rnd,a,10,9566,72.0468,PREF,10
jrnd,30,6,5,rnd,a,11,9194,72.6561,PREF,10
jrnd,30,6,5,rnd,a,12,8814,72.7025,PREF,10
jrnd,30,6,5,rnd,a,13,8752,74.3830,PREF,10
jrnd,30,6,5,rnd,a,14,8210,74.2996,PREF,10
jrnd,30,6,5,rnd,a,15,7976,73.5456,PREF,10
jrnd,30,6,5,rnd,a,16,7100,76.7042,PREF,10
jrnd,30,6,5,rnd,a,17,6672,77.6679,PREF,10
jrnd,30,6,5,rnd,a,18,6132,79.9087,PREF,10
jrnd,30,6,5,rnd,a,19,5462,79.8609,PREF,10
jrnd,30,6,5,rnd,a,20,4886,80.6386,PREF,10
jrnd,30,6,5,rnd,a,21,3954,79.2615,PREF,10
jrnd,30,6,5,rnd,a,22,3376,82.5829,PREF,10
jrnd,30,6,5,rnd,a,23,2666,85.3713,PREF,10
jrnd,30,6,5,rnd,a,24,1946,86.1254,PREF,10
jrnd,30,6,5,rnd,a,25,1494,87.9518,PREF,10
jrnd,30,6,5,rnd,a,26,922,94.1432,PREF,10
jrnd,30,6,5,rnd,a,27,530,96.6038,PREF,10
jrnd,30,6,5,rnd,a,28,208,98.0769,PREF,10
jrnd,30,6,5,rnd,a,29,40,100.0000,PREF,10
jrnd,30,6,5,all,b,1,13264,54.2521,PREF,10
jrnd,30,6,5,all,b,2,13562,59.9617,PREF,10
jrnd,30,6,5,all,b,3,13536,63.0910,PREF,10
jrnd,30,6,5,all,b,4,13520,63.7574,PREF,10
jrnd,30,6,5,all,b,5,13380,64.8132,PREF,10
jrnd,30,6,5,all,b,6,13618,64.2532,PREF,10
jrnd,30,6,5,all,b,7,13624,63.7992,PREF,10
jrnd,30,6,5,all,b,8,13666,65.5934,PREF,10
jrnd,30,6,5,all,b,9,13668,67.6178,PREF,10
jrnd,30,6,5,all,b,10,13326,68.2425,PREF,10
jrnd,30,6,5,all,b,11,13232,68.1378,PREF,10
jrnd,30,6,5,all,b,12,13132,68.0323,PREF,10
jrnd,30,6,5,all,b,13,12844,69.4799,PREF,10
jrnd,30,6,5,all,b,14,12640,70.6646,PREF,10
jrnd,30,6,5,all,b,15,12376,72.6729,PREF,10
jrnd,30,6,5,all,b,16,11974,74.5114,PREF,10
jrnd,30,6,5,all,b,17,11668,76.2770,PREF,10
jrnd,30,6,5,all,b,18,11342,76.6531,PREF,10
jrnd,30,6,5,all,b,19,10794,78.3398,PREF,10
jrnd,30,6,5,all,b,20,10570,81.5516,PREF,10
jrnd,30,6,5,all,b,21,10094,82.4054,PREF,10
jrnd,30,6,5,all,b,22,9446,82.6593,PREF,10
jrnd,30,6,5,all,b,23,8522,85.3790,PREF,10
jrnd,30,6,5,all,b,24,7542,87.3508,PREF,10
jrnd,30,6,5,all,b,25,6374,90.5554,PREF,10
jrnd,30,6,5,all,b,26,3562,92.8692,PREF,10
jrnd,30,6,5,all,b,27,1802,94.2286,PREF,10
jrnd,30,6,5,all,b,28,718,99.7214,PREF,10
jrnd,30,6,5,all,b,29,128,100.0000,PREF,10
jrnd,30,6,5,all,f,1,10280,57.6654,PREF,10
jrnd,30,6,5,all,f,2,10528,61.2082,PREF,10
jrnd,30,6,5,all,f,3,10474,63.2041,PREF,10
jrnd,30,6,5,all,f,4,10424,64.9079,PREF,10
jrnd,30,6,5,all,f,5,10308,65.0757,PREF,10
jrnd,30,6,5,all,f,6,10198,64.3656,PREF,10
jrnd,30,6,5,all,f,7,10220,62.7202,PREF,10
jrnd,30,6,5,all,f,8,10290,65.6560,PREF,10
jrnd,30,6,5,all,f,9,10260,67.6413,PREF,10
jrnd,30,6,5,all,f,10,9950,69.9296,PREF,10
jrnd,30,6,5,all,f,11,9882,68.4477,PREF,10
jrnd,30,6,5,all,f,12,9824,66.8160,PREF,10
jrnd,30,6,5,all,f,13,9534,69.1840,PREF,10
jrnd,30,6,5,all,f,14,9422,70.1337,PREF,10
jrnd,30,6,5,all,f,15,9170,74.7219,PREF,10
jrnd,30,6,5,all,f,16,9022,73.7974,PREF,10
jrnd,30,6,5,all,f,17,8870,78.6246,PREF,10
jrnd,30,6,5,all,f,18,8696,75.5060,PREF,10
jrnd,30,6,5,all,f,19,8480,78.8679,PREF,10
jrnd,30,6,5,all,f,20,8372,82.6087,PREF,10
jrnd,30,6,5,all,f,21,8012,82.1268,PREF,10
jrnd,30,6,5,all,f,22,7516,81.7722,PREF,10
jrnd,30,6,5,all,f,23,6906,85.5778,PREF,10
jrnd,30,6,5,all,f,24,6186,85.8713,PREF,10
jrnd,30,6,5,all,f,25,5272,89.0364,PREF,10
jrnd,30,6,5,all,f,26,3220,92.4845,PREF,10
jrnd,30,6,5,all,f,27,1740,95.6322,PREF,10
jrnd,30,6,5,all,f,28,718,99.4429,PREF,10
jrnd,30,6,5,all,f,29,128,100.0000,PREF,10
jrnd,30,6,5,all,p,1,9100,57.1429,PREF,10
jrnd,30,6,5,all,p,2,9160,60.9170,PREF,10
jrnd,30,6,5,all,p,3,9150,63.1694,PREF,10
jrnd,30,6,5,all,p,4,9160,64.8472,PREF,10
jrnd,30,6,5,all,p,5,9110,65.0933,PREF,10
jrnd,30,6,5,all,p,6,9120,63.2675,PREF,10
jrnd,30,6,5,all,p,7,9130,62.9792,PREF,10
jrnd,30,6,5,all,p,8,9188,65.4114,PREF,10
jrnd,30,6,5,all,p,9,9148,68.1898,PREF,10
jrnd,30,6,5,all,p,10,9032,70.1063,PREF,10
jrnd,30,6,5,all,p,11,8924,69.1170,PREF,10
jrnd,30,6,5,all,p,12,8890,67.1316,PREF,10
jrnd,30,6,5,all,p,13,8730,69.2784,PREF,10
jrnd,30,6,5,all,p,14,8626,70.4150,PREF,10
jrnd,30,6,5,all,p,15,8472,74.6695,PREF,10
jrnd,30,6,5,all,p,16,8360,73.9474,PREF,10
jrnd,30,6,5,all,p,17,8284,78.8749,PREF,10
jrnd,30,6,5,all,p,18,8094,75.5374,PREF,10
jrnd,30,6,5,all,p,19,7882,78.8125,PREF,10
jrnd,30,6,5,all,p,20,7860,82.3155,PREF,10
jrnd,30,6,5,all,p,21,7592,82.1128,PREF,10
jrnd,30,6,5,all,p,22,7174,82.0184,PREF,10
jrnd,30,6,5,all,p,23,6632,85.6755,PREF,10
jrnd,30,6,5,all,p,24,6012,86.0612,PREF,10
jrnd,30,6,5,all,p,25,5204,89.0085,PREF,10
jrnd,30,6,5,all,p,26,3194,92.5485,PREF,10
jrnd,30,6,5,all,p,27,1736,95.6221,PREF,10
jrnd,30,6,5,all,p,28,718,99.4429,PREF,10
jrnd,30,6,5,all,p,29,128,100.0000,PREF,10
jrnd,30,6,5,all,a,1,47088,53.8056,PREF,10
jrnd,30,6,5,all,a,2,48138,61.8430,PREF,10
jrnd,30,6,5,all,a,3,47484,63.5288,PREF,10
jrnd,30,6,5,all,a,4,46754,63.8320,PREF,10
jrnd,30,6,5,all,a,5,46304,63.4632,PREF,10
jrnd,30,6,5,all,a,6,42274,62.9796,PREF,10
jrnd,30,6,5,all,a,7,41764,63.4518,PREF,10
jrnd,30,6,5,all,a,8,41116,64.0821,PREF,10
jrnd,30,6,5,all,a,9,41194,65.7863,PREF,10
jrnd,30,6,5,all,a,10,40480,67.1542,PREF,10
jrnd,30,6,5,all,a,11,36588,65.6554,PREF,10
jrnd,30,6,5,all,a,12,36088,65.5453,PREF,10
jrnd,30,6,5,all,a,13,35606,66.5169,PREF,10
jrnd,30,6,5,all,a,14,35042,69.0029,PREF,10
jrnd,30,6,5,all,a,15,34752,71.2074,PREF,10
jrnd,30,6,5,all,a,16,31688,71.4782,PREF,10
jrnd,30,6,5,all,a,17,30944,73.9529,PREF,10
jrnd,30,6,5,all,a,18,30114,73.8925,PREF,10
jrnd,30,6,5,all,a,19,29012,76.4029,PREF,10
jrnd,30,6,5,all,a,20,28860,79.3902,PREF,10
jrnd,30,6,5,all,a,21,26396,80.9820,PREF,10
jrnd,30,6,5,all,a,22,24436,81.8383,PREF,10
jrnd,30,6,5,all,a,23,22344,84.7297,PREF,10
jrnd,30,6,5,all,a,24,19712,85.9984,PREF,10
jrnd,30,6,5,all,a,25,16216,89.5535,PREF,10
jrnd,30,6,5,all,a,26,9372,92.9577,PREF,10
jrnd,30,6,5,all,a,27,4668,95.2442,PREF,10
jrnd,30,6,5,all,a,28,1740,99.5402,PREF,10
jrnd,30,6,5,all,a,29,288,100.0000,PREF,10
jrndn,30,6,5,opt,b,1,6732,53.4462,PREF,10
jrndn,30,6,5,opt,b,2,7092,57.1066,PREF,10
jrndn,30,6,5,opt,b,3,7216,59.7561,PREF,10
jrndn,30,6,5,opt,b,4,7456,61.0783,PREF,10
jrndn,30,6,5,opt,b,5,7412,62.1695,PREF,10
jrndn,30,6,5,opt,b,6,7518,62.3038,PREF,10
jrndn,30,6,5,opt,b,7,7480,62.8610,PREF,10
jrndn,30,6,5,opt,b,8,7484,63.9230,PREF,10
jrndn,30,6,5,opt,b,9,7588,66.5261,PREF,10
jrndn,30,6,5,opt,b,10,7536,66.9851,PREF,10
jrndn,30,6,5,opt,b,11,7502,68.0619,PREF,10
jrndn,30,6,5,opt,b,12,7392,68.5877,PREF,10
jrndn,30,6,5,opt,b,13,7284,69.2751,PREF,10
jrndn,30,6,5,opt,b,14,7236,70.7020,PREF,10
jrndn,30,6,5,opt,b,15,7156,72.9737,PREF,10
jrndn,30,6,5,opt,b,16,6932,73.6872,PREF,10
jrndn,30,6,5,opt,b,17,6728,72.7111,PREF,10
jrndn,30,6,5,opt,b,18,6536,73.4088,PREF,10
jrndn,30,6,5,opt,b,19,6112,74.7055,PREF,10
jrndn,30,6,5,opt,b,20,5702,76.4293,PREF,10
jrndn,30,6,5,opt,b,21,5320,78.2331,PREF,10
jrndn,30,6,5,opt,b,22,4644,80.0603,PREF,10
jrndn,30,6,5,opt,b,23,3910,83.7852,PREF,10
jrndn,30,6,5,opt,b,24,3236,84.5488,PREF,10
jrndn,30,6,5,opt,b,25,2482,86.4625,PREF,10
jrndn,30,6,5,opt,b,26,1826,90.1424,PREF,10
jrndn,30,6,5,opt,b,27,1066,94.3715,PREF,10
jrndn,30,6,5,opt,b,28,456,97.3684,PREF,10
jrndn,30,6,5,opt,b,29,110,100.0000,PREF,10
jrndn,30,6,5,opt,f,1,5188,52.7371,PREF,10
jrndn,30,6,5,opt,f,2,5360,57.8358,PREF,10
jrndn,30,6,5,opt,f,3,5426,59.0490,PREF,10
jrndn,30,6,5,opt,f,4,5522,60.0507,PREF,10
jrndn,30,6,5,opt,f,5,5456,61.7669,PREF,10
jrndn,30,6,5,opt,f,6,5492,63.9476,PREF,10
jrndn,30,6,5,opt,f,7,5492,60.5972,PREF,10
jrndn,30,6,5,opt,f,8,5410,63.5490,PREF,10
jrndn,30,6,5,opt,f,9,5394,64.6274,PREF,10
jrndn,30,6,5,opt,f,10,5444,67.8178,PREF,10
jrndn,30,6,5,opt,f,11,5376,66.5551,PREF,10
jrndn,30,6,5,opt,f,12,5312,68.7500,PREF,10
jrndn,30,6,5,opt,f,13,5228,69.7781,PREF,10
jrndn,30,6,5,opt,f,14,5170,71.0638,PREF,10
jrndn,30,6,5,opt,f,15,5154,70.7412,PREF,10
jrndn,30,6,5,opt,f,16,4996,72.8983,PREF,10
jrndn,30,6,5,opt,f,17,4924,74.0861,PREF,10
jrndn,30,6,5,opt,f,18,4806,73.8660,PREF,10
jrndn,30,6,5,opt,f,19,4500,74.7111,PREF,10
jrndn,30,6,5,opt,f,20,4306,76.0334,PREF,10
jrndn,30,6,5,opt,f,21,4098,77.4524,PREF,10
jrndn,30,6,5,opt,f,22,3704,78.7257,PREF,10
jrndn,30,6,5,opt,f,23,3220,81.0559,PREF,10
jrndn,30,6,5,opt,f,24,2758,83.9014,PREF,10
jrndn,30,6,5,opt,f,25,2224,85.7014,PREF,10
jrndn,30,6,5,opt,f,26,1722,89.3148,PREF,10
jrndn,30,6,5,opt,f,27,1054,93.9279,PREF,10
jrndn,30,6,5,opt,f,28,456,99.1228,PREF,10
jrndn,30,6,5,opt,f,29,110,100.0000,PREF,10
jrndn,30,6,5,opt,p,1,4580,51.9651,PREF,10
jrndn,30,6,5,opt,p,2,4710,57.9618,PREF,10
jrndn,30,6,5,opt,p,3,4780,59.2050,PREF,10
jrndn,30,6,5,opt,p,4,4820,60.1660,PREF,10
jrndn,30,6,5,opt,p,5,4770,61.2159,PREF,10
jrndn,30,6,5,opt,p,6,4850,64.1237,PREF,10
jrndn,30,6,5,opt,p,7,4800,61.0417,PREF,10
jrndn,30,6,5,opt,p,8,4808,62.3960,PREF,10
jrndn,30,6,5,opt,p,9,4856,64.4563,PREF,10
jrndn,30,6,5,opt,p,10,4852,68.2193,PREF,10
jrndn,30,6,5,opt,p,11,4850,67.0928,PREF,10
jrndn,30,6,5,opt,p,12,4800,69.4167,PREF,10
jrndn,30,6,5,opt,p,13,4732,69.9493,PREF,10
jrndn,30,6,5,opt,p,14,4730,71.7970,PREF,10
jrndn,30,6,5,opt,p,15,4682,69.5002,PREF,10
jrndn,30,6,5,opt,p,16,4590,72.5926,PREF,10
jrndn,30,6,5,opt,p,17,4544,73.4155,PREF,10
jrndn,30,6,5,opt,p,18,4468,73.6795,PREF,10
jrndn,30,6,5,opt,p,19,4240,75.1415,PREF,10
jrndn,30,6,5,opt,p,20,4094,76.2091,PREF,10
jrndn,30,6,5,opt,p,21,3872,76.7045,PREF,10
jrndn,30,6,5,opt,p,22,3542,79.1078,PREF,10
jrndn,30,6,5,opt,p,23,3114,81.1175,PREF,10
jrndn,30,6,5,opt,p,24,2700,83.7778,PREF,10
jrndn,30,6,5,opt,p,25,2178,85.7668,PREF,10
jrndn,30,6,5,opt,p,26,1710,89.2398,PREF,10
jrndn,30,6,5,opt,p,27,1054,93.9279,PREF,10
jrndn,30,6,5,opt,p,28,456,99.1228,PREF,10
jrndn,30,6,5,opt,p,29,110,100.0000,PREF,10
jrndn,30,6,5,opt,a,1,11920,52.9698,PREF,10
jrndn,30,6,5,opt,a,2,12452,57.5169,PREF,10
jrndn,30,6,5,opt,a,3,12642,59.4368,PREF,10
jrndn,30,6,5,opt,a,4,12978,60.2250,PREF,10
jrndn,30,6,5,opt,a,5,12868,62.2941,PREF,10
jrndn,30,6,5,opt,a,6,13010,62.0753,PREF,10
jrndn,30,6,5,opt,a,7,12972,61.7484,PREF,10
jrndn,30,6,5,opt,a,8,12894,62.5717,PREF,10
jrndn,30,6,5,opt,a,9,12982,65.9220,PREF,10
jrndn,30,6,5,opt,a,10,12980,67.2727,PREF,10
jrndn,30,6,5,opt,a,11,12878,67.5571,PREF,10
jrndn,30,6,5,opt,a,12,12704,69.0649,PREF,10
jrndn,30,6,5,opt,a,13,12512,69.6132,PREF,10
jrndn,30,6,5,opt,a,14,12406,71.6105,PREF,10
jrndn,30,6,5,opt,a,15,12310,72.5264,PREF,10
jrndn,30,6,5,opt,a,16,11928,73.1221,PREF,10
jrndn,30,6,5,opt,a,17,11652,73.0003,PREF,10
jrndn,30,6,5,opt,a,18,11342,73.3557,PREF,10
jrndn,30,6,5,opt,a,19,10612,74.7644,PREF,10
jrndn,30,6,5,opt,a,20,10008,76.1391,PREF,10
jrndn,30,6,5,opt,a,21,9418,78.2119,PREF,10
jrndn,30,6,5,opt,a,22,8348,78.9890,PREF,10
jrndn,30,6,5,opt,a,23,7130,83.1697,PREF,10
jrndn,30,6,5,opt,a,24,5994,83.4835,PREF,10
jrndn,30,6,5,opt,a,25,4706,85.7204,PREF,10
jrndn,30,6,5,opt,a,26,3548,89.5152,PREF,10
jrndn,30,6,5,opt,a,27,2120,93.9623,PREF,10
jrndn,30,6,5,opt,a,28,912,98.4649,PREF,10
jrndn,30,6,5,opt,a,29,220,100.0000,PREF,10
jrndn,30,6,5,mwr,b,1,6732,53.4462,PREF,10
jrndn,30,6,5,mwr,b,2,6472,59.2707,PREF,10
jrndn,30,6,5,mwr,b,3,6434,63.1644,PREF,10
jrndn,30,6,5,mwr,b,4,6288,65.7761,PREF,10
jrndn,30,6,5,mwr,b,5,6104,67.0708,PREF,10
jrndn,30,6,5,mwr,b,6,6150,64.7805,PREF,10
jrndn,30,6,5,mwr,b,7,6380,66.7085,PREF,10
jrndn,30,6,5,mwr,b,8,6106,68.3590,PREF,10
jrndn,30,6,5,mwr,b,9,6022,68.6815,PREF,10
jrndn,30,6,5,mwr,b,10,5842,68.8805,PREF,10
jrndn,30,6,5,mwr,b,11,5586,69.2087,PREF,10
jrndn,30,6,5,mwr,b,12,5504,68.5683,PREF,10
jrndn,30,6,5,mwr,b,13,5652,71.9038,PREF,10
jrndn,30,6,5,mwr,b,14,5502,72.0829,PREF,10
jrndn,30,6,5,mwr,b,15,5148,75.2914,PREF,10
jrndn,30,6,5,mwr,b,16,5244,75.3623,PREF,10
jrndn,30,6,5,mwr,b,17,5426,77.7737,PREF,10
jrndn,30,6,5,mwr,b,18,5164,78.4663,PREF,10
jrndn,30,6,5,mwr,b,19,4992,81.8510,PREF,10
jrndn,30,6,5,mwr,b,20,4872,83.5386,PREF,10
jrndn,30,6,5,mwr,b,21,4624,85.5104,PREF,10
jrndn,30,6,5,mwr,b,22,4628,88.0294,PREF,10
jrndn,30,6,5,mwr,b,23,4588,88.7969,PREF,10
jrndn,30,6,5,mwr,b,24,4344,91.1602,PREF,10
jrndn,30,6,5,mwr,b,25,3890,95.2699,PREF,10
jrndn,30,6,5,mwr,b,26,1900,96.0000,PREF,10
jrndn,30,6,5,mwr,b,27,788,94.9239,PREF,10
jrndn,30,6,5,mwr,b,28,256,98.4375,PREF,10
jrndn,30,6,5,mwr,b,29,42,100.0000,PREF,10
jrndn,30,6,5,mwr,f,1,5188,52.7371,PREF,10
jrndn,30,6,5,mwr,f,2,5050,59.4455,PREF,10
jrndn,30,6,5,mwr,f,3,4984,63.8042,PREF,10
jrndn,30,6,5,mwr,f,4,4862,66.2279,PREF,10
jrndn,30,6,5,mwr,f,5,4846,66.5291,PREF,10
jrndn,30,6,5,mwr,f,6,4872,62.8079,PREF,10
jrndn,30,6,5,mwr,f,7,5000,67.1600,PREF,10
jrndn,30,6,5,mwr,f,8,4802,69.5127,PREF,10
jrndn,30,6,5,mwr,f,9,4714,66.3131,PREF,10
jrndn,30,6,5,mwr,f,10,4666,65.2808,PREF,10
jrndn,30,6,5,mwr,f,11,4500,67.1111,PREF,10
jrndn,30,6,5,mwr,f,12,4368,62.7747,PREF,10
jrndn,30,6,5,mwr,f,13,4600,72.7826,PREF,10
jrndn,30,6,5,mwr,f,14,4488,74.1533,PREF,10
jrndn,30,6,5,mwr,f,15,4190,77.3747,PREF,10
jrndn,30,6,5,mwr,f,16,4216,77.9412,PREF,10
jrndn,30,6,5,mwr,f,17,4350,80.6897,PREF,10
jrndn,30,6,5,mwr,f,18,4056,75.5917,PREF,10
jrndn,30,6,5,mwr,f,19,3948,81.9149,PREF,10
jrndn,30,6,5,mwr,f,20,4004,84.8651,PREF,10
jrndn,30,6,5,mwr,f,21,3748,89.0075,PREF,10
jrndn,30,6,5,mwr,f,22,3718,85.6912,PREF,10
jrndn,30,6,5,mwr,f,23,3694,87.9264,PREF,10
jrndn,30,6,5,mwr,f,24,3558,91.9618,PREF,10
jrndn,30,6,5,mwr,f,25,3110,94.0193,PREF,10
jrndn,30,6,5,mwr,f,26,1644,97.0803,PREF,10
jrndn,30,6,5,mwr,f,27,740,96.7568,PREF,10
jrndn,30,6,5,mwr,f,28,256,100.0000,PREF,10
jrndn,30,6,5,mwr,f,29,42,100.0000,PREF,10
jrndn,30,6,5,mwr,p,1,4580,51.9651,PREF,10
jrndn,30,6,5,mwr,p,2,4430,59.5937,PREF,10
jrndn,30,6,5,mwr,p,3,4430,64.5598,PREF,10
jrndn,30,6,5,mwr,p,4,4350,66.4368,PREF,10
jrndn,30,6,5,mwr,p,5,4320,65.5093,PREF,10
jrndn,30,6,5,mwr,p,6,4360,64.2202,PREF,10
jrndn,30,6,5,mwr,p,7,4400,67.2727,PREF,10
jrndn,30,6,5,mwr,p,8,4320,69.9074,PREF,10
jrndn,30,6,5,mwr,p,9,4210,67.2209,PREF,10
jrndn,30,6,5,mwr,p,10,4210,66.0333,PREF,10
jrndn,30,6,5,mwr,p,11,4060,67.7340,PREF,10
jrndn,30,6,5,mwr,p,12,3950,63.7975,PREF,10
jrndn,30,6,5,mwr,p,13,4080,72.5490,PREF,10
jrndn,30,6,5,mwr,p,14,4010,73.5661,PREF,10
jrndn,30,6,5,mwr,p,15,3800,77.3684,PREF,10
jrndn,30,6,5,mwr,p,16,3900,78.7179,PREF,10
jrndn,30,6,5,mwr,p,17,4000,81.0000,PREF,10
jrndn,30,6,5,mwr,p,18,3840,76.3021,PREF,10
jrndn,30,6,5,mwr,p,19,3760,82.4468,PREF,10
jrndn,30,6,5,mwr,p,20,3730,85.7909,PREF,10
jrndn,30,6,5,mwr,p,21,3540,88.9831,PREF,10
jrndn,30,6,5,mwr,p,22,3560,86.5169,PREF,10
jrndn,30,6,5,mwr,p,23,3510,88.0342,PREF,10
jrndn,30,6,5,mwr,p,24,3420,91.8129,PREF,10
jrndn,30,6,5,mwr,p,25,3000,94.0000,PREF,10
jrndn,30,6,5,mwr,p,26,1608,97.0149,PREF,10
jrndn,30,6,5,mwr,p,27,732,96.7213,PREF,10
jrndn,30,6,5,mwr,p,28,256,100.0000,PREF,10
jrndn,30,6,5,mwr,p,29,42,100.0000,PREF,10
jrndn,30,6,5,mwr,a,1,11920,52.9698,PREF,10
jrndn,30,6,5,mwr,a,2,11522,60.2326,PREF,10
jrndn,30,6,5,mwr,a,3,11418,63.6188,PREF,10
jrndn,30,6,5,mwr,a,4,11150,66.0269,PREF,10
jrndn,30,6,5,mwr,a,5,10950,66.4658,PREF,10
jrndn,30,6,5,mwr,a,6,11022,64.5073,PREF,10
jrndn,30,6,5,mwr,a,7,11380,67.3111,PREF,10
jrndn,30,6,5,mwr,a,8,10908,68.1518,PREF,10
jrndn,30,6,5,mwr,a,9,10736,67.9210,PREF,10
jrndn,30,6,5,mwr,a,10,10508,66.9775,PREF,10
jrndn,30,6,5,mwr,a,11,10086,68.7488,PREF,10
jrndn,30,6,5,mwr,a,12,9872,67.3217,PREF,10
jrndn,30,6,5,mwr,a,13,10252,71.6543,PREF,10
jrndn,30,6,5,mwr,a,14,9990,72.3724,PREF,10
jrndn,30,6,5,mwr,a,15,9338,75.7978,PREF,10
jrndn,30,6,5,mwr,a,16,9460,76.4271,PREF,10
jrndn,30,6,5,mwr,a,17,9776,78.5393,PREF,10
jrndn,30,6,5,mwr,a,18,9220,77.4620,PREF,10
jrndn,30,6,5,mwr,a,19,8940,81.5436,PREF,10
jrndn,30,6,5,mwr,a,20,8876,83.7539,PREF,10
jrndn,30,6,5,mwr,a,21,8372,86.8849,PREF,10
jrndn,30,6,5,mwr,a,22,8346,86.7242,PREF,10
jrndn,30,6,5,mwr,a,23,8282,88.2879,PREF,10
jrndn,30,6,5,mwr,a,24,7902,91.5718,PREF,10
jrndn,30,6,5,mwr,a,25,7000,94.9143,PREF,10
jrndn,30,6,5,mwr,a,26,3544,96.5576,PREF,10
jrndn,30,6,5,mwr,a,27,1528,95.8115,PREF,10
jrndn,30,6,5,mwr,a,28,512,99.2188,PREF,10
jrndn,30,6,5,mwr,a,29,84,100.0000,PREF,10
jrndn,30,6,5,cma,b,1,6732,53.4462,PREF,10
jrndn,30,6,5,cma,b,2,6466,59.6969,PREF,10
jrndn,30,6,5,cma,b,3,6630,62.4434,PREF,10
jrndn,30,6,5,cma,b,4,6710,62.6528,PREF,10
jrndn,30,6,5,cma,b,5,6834,60.9599,PREF,10
jrndn,30,6,5,cma,b,6,6578,62.0857,PREF,10
jrndn,30,6,5,cma,b,7,6340,63.2492,PREF,10
jrndn,30,6,5,cma,b,8,6228,65.9281,PREF,10
jrndn,30,6,5,cma,b,9,6356,68.0617,PREF,10
jrndn,30,6,5,cma,b,10,6358,67.3797,PREF,10
jrndn,30,6,5,cma,b,11,6144,69.2383,PREF,10
jrndn,30,6,5,cma,b,12,5942,71.4911,PREF,10
jrndn,30,6,5,cma,b,13,6046,73.2716,PREF,10
jrndn,30,6,5,cma,b,14,5918,73.7073,PREF,10
jrndn,30,6,5,cma,b,15,5910,76.8866,PREF,10
jrndn,30,6,5,cma,b,16,6112,76.2762,PREF,10
jrndn,30,6,5,cma,b,17,6218,78.6105,PREF,10
jrndn,30,6,5,cma,b,18,6310,81.8700,PREF,10
jrndn,30,6,5,cma,b,19,6164,82.6736,PREF,10
jrndn,30,6,5,cma,b,20,6178,84.5581,PREF,10
jrndn,30,6,5,cma,b,21,6300,85.4286,PREF,10
jrndn,30,6,5,cma,b,22,6116,86.2982,PREF,10
jrndn,30,6,5,cma,b,23,5646,87.8498,PREF,10
jrndn,30,6,5,cma,b,24,5004,88.4892,PREF,10
jrndn,30,6,5,cma,b,25,3988,90.6219,PREF,10
jrndn,30,6,5,cma,b,26,2768,93.5694,PREF,10
jrndn,30,6,5,cma,b,27,1620,95.3086,PREF,10
jrndn,30,6,5,cma,b,28,676,95.8580,PREF,10
jrndn,30,6,5,cma,b,29,154,100.0000,PREF,10
jrndn,30,6,5,cma,f,1,5188,52.7371,PREF,10
jrndn,30,6,5,cma,f,2,5070,60.1578,PREF,10
jrndn,30,6,5,cma,f,3,5180,60.0000,PREF,10
jrndn,30,6,5,cma,f,4,5122,60.0937,PREF,10
jrndn,30,6,5,cma,f,5,5212,60.3991,PREF,10
jrndn,30,6,5,cma,f,6,5104,61.8339,PREF,10
jrndn,30,6,5,cma,f,7,4910,65.0509,PREF,10
jrndn,30,6,5,cma,f,8,4826,67.5093,PREF,10
jrndn,30,6,5,cma,f,9,5040,70.1587,PREF,10
jrndn,30,6,5,cma,f,10,4990,66.4128,PREF,10
jrndn,30,6,5,cma,f,11,4864,70.2714,PREF,10
jrndn,30,6,5,cma,f,12,4642,67.9879,PREF,10
jrndn,30,6,5,cma,f,13,4726,71.6039,PREF,10
jrndn,30,6,5,cma,f,14,4674,74.6256,PREF,10
jrndn,30,6,5,cma,f,15,4644,77.2610,PREF,10
jrndn,30,6,5,cma,f,16,4716,78.0746,PREF,10
jrndn,30,6,5,cma,f,17,4734,78.1158,PREF,10
jrndn,30,6,5,cma,f,18,4690,81.2793,PREF,10
jrndn,30,6,5,cma,f,19,4594,81.4976,PREF,10
jrndn,30,6,5,cma,f,20,4624,81.7474,PREF,10
jrndn,30,6,5,cma,f,21,4694,82.7439,PREF,10
jrndn,30,6,5,cma,f,22,4652,84.3078,PREF,10
