trainingdata,dim,n,m,track,rank,step,l,acc,model,C
jrndn,30,6,5,cma,f,23,4312,87.1058,PREF,10
jrndn,30,6,5,cma,f,24,3938,88.3189,PREF,10
jrndn,30,6,5,cma,f,25,3290,90.2128,PREF,10
jrndn,30,6,5,cma,f,26,2392,91.1371,PREF,10
jrndn,30,6,5,cma,f,27,1514,94.8481,PREF,10
jrndn,30,6,5,cma,f,28,676,95.8580,PREF,10
jrndn,30,6,5,cma,f,29,154,100.0000,PREF,10
jrndn,30,6,5,cma,p,1,4580,51.9651,PREF,10
jrndn,30,6,5,cma,p,2,4440,60.1351,PREF,10
jrndn,30,6,5,cma,p,3,4570,63.0197,PREF,10
jrndn,30,6,5,cma,p,4,4570,59.7374,PREF,10
jrndn,30,6,5,cma,p,5,4650,60.6452,PREF,10
jrndn,30,6,5,cma,p,6,4540,62.3348,PREF,10
jrndn,30,6,5,cma,p,7,4400,65.0000,PREF,10
jrndn,30,6,5,cma,p,8,4340,67.9724,PREF,10
jrndn,30,6,5,cma,p,9,4510,69.4013,PREF,10
jrndn,30,6,5,cma,p,10,4400,67.0455,PREF,10
jrndn,30,6,5,cma,p,11,4350,70.5747,PREF,10
jrndn,30,6,5,cma,p,12,4180,69.6172,PREF,10
jrndn,30,6,5,cma,p,13,4240,71.6981,PREF,10
jrndn,30,6,5,cma,p,14,4220,75.8294,PREF,10
jrndn,30,6,5,cma,p,15,4230,77.7778,PREF,10
jrndn,30,6,5,cma,p,16,4370,77.5744,PREF,10
jrndn,30,6,5,cma,p,17,4400,77.9545,PREF,10
jrndn,30,6,5,cma,p,18,4388,80.9025,PREF,10
jrndn,30,6,5,cma,p,19,4346,81.4082,PREF,10
jrndn,30,6,5,cma,p,20,4352,81.8474,PREF,10
jrndn,30,6,5,cma,p,21,4472,82.5581,PREF,10
jrndn,30,6,5,cma,p,22,4410,84.3537,PREF,10
jrndn,30,6,5,cma,p,23,4072,86.9843,PREF,10
jrndn,30,6,5,cma,p,24,3798,88.4150,PREF,10
jrndn,30,6,5,cma,p,25,3192,90.4762,PREF,10
jrndn,30,6,5,cma,p,26,2342,91.3749,PREF,10
jrndn,30,6,5,cma,p,27,1494,94.7791,PREF,10
jrndn,30,6,5,cma,p,28,676,95.8580,PREF,10
jrndn,30,6,5,cma,p,29,154,100.0000,PREF,10
jrndn,30,6,5,cma,a,1,11920,52.9698,PREF,10
jrndn,30,6,5,cma,a,2,11536,58.9632,PREF,10
jrndn,30,6,5,cma,a,3,11810,61.9306,PREF,10
jrndn,30,6,5,cma,a,4,11832,61.6464,PREF,10
jrndn,30,6,5,cma,a,5,12046,60.6840,PREF,10
jrndn,30,6,5,cma,a,6,11682,61.1882,PREF,10
jrndn,30,6,5,cma,a,7,11250,64.2844,PREF,10
jrndn,30,6,5,cma,a,8,11054,65.4605,PREF,10
jrndn,30,6,5,cma,a,9,11396,68.9891,PREF,10
jrndn,30,6,5,cma,a,10,11348,67.9944,PREF,10
jrndn,30,6,5,cma,a,11,11008,69.3314,PREF,10
jrndn,30,6,5,cma,a,12,10584,69.8791,PREF,10
jrndn,30,6,5,cma,a,13,10772,72.8556,PREF,10
jrndn,30,6,5,cma,a,14,10592,74.9811,PREF,10
jrndn,30,6,5,cma,a,15,10554,77.0514,PREF,10
jrndn,30,6,5,cma,a,16,10828,76.4684,PREF,10
jrndn,30,6,5,cma,a,17,10952,78.2323,PREF,10
jrndn,30,6,5,cma,a,18,11000,81.2909,PREF,10
jrndn,30,6,5,cma,a,19,10758,81.9297,PREF,10
jrndn,30,6,5,cma,a,20,10802,83.2624,PREF,10
jrndn,30,6,5,cma,a,21,10994,84.1004,PREF,10
jrndn,30,6,5,cma,a,22,10768,85.0111,PREF,10
jrndn,30,6,5,cma,a,23,9958,87.1862,PREF,10
jrndn,30,6,5,cma,a,24,8942,88.1458,PREF,10
jrndn,30,6,5,cma,a,25,7278,90.6018,PREF,10
jrndn,30,6,5,cma,a,26,5160,93.4884,PREF,10
jrndn,30,6,5,cma,a,27,3134,95.0223,PREF,10
jrndn,30,6,5,cma,a,28,1352,96.8935,PREF,10
jrndn,30,6,5,cma,a,29,308,100.0000,PREF,10
jrndn,30,6,5,rnd,b,1,6732,53.4462,PREF,10
jrndn,30,6,5,rnd,b,2,6768,62.1158,PREF,10
jrndn,30,6,5,rnd,b,3,6522,62.7415,PREF,10
jrndn,30,6,5,rnd,b,4,6182,66.6451,PREF,10
jrndn,30,6,5,rnd,b,5,6064,69.0963,PREF,10
jrndn,30,6,5,rnd,b,6,5918,70.8685,PREF,10
jrndn,30,6,5,rnd,b,7,5874,70.8546,PREF,10
jrndn,30,6,5,rnd,b,8,5778,71.7895,PREF,10
jrndn,30,6,5,rnd,b,9,5660,72.2261,PREF,10
jrndn,30,6,5,rnd,b,10,5274,72.0516,PREF,10
jrndn,30,6,5,rnd,b,11,5216,72.3926,PREF,10
jrndn,30,6,5,rnd,b,12,4896,71.7729,PREF,10
jrndn,30,6,5,rnd,b,13,4796,72.6439,PREF,10
jrndn,30,6,5,rnd,b,14,4528,73.6749,PREF,10
jrndn,30,6,5,rnd,b,15,4154,73.8565,PREF,10
jrndn,30,6,5,rnd,b,16,3794,74.8023,PREF,10
jrndn,30,6,5,rnd,b,17,3434,75.7135,PREF,10
jrndn,30,6,5,rnd,b,18,3266,77.3423,PREF,10
jrndn,30,6,5,rnd,b,19,2812,76.9559,PREF,10
jrndn,30,6,5,rnd,b,20,2332,78.9022,PREF,10
jrndn,30,6,5,rnd,b,21,1934,79.2141,PREF,10
jrndn,30,6,5,rnd,b,22,1588,81.8640,PREF,10
jrndn,30,6,5,rnd,b,23,1292,81.4241,PREF,10
jrndn,30,6,5,rnd,b,24,970,85.1546,PREF,10
jrndn,30,6,5,rnd,b,25,736,89.4022,PREF,10
jrndn,30,6,5,rnd,b,26,462,93.9394,PREF,10
jrndn,30,6,5,rnd,b,27,300,96.0000,PREF,10
jrndn,30,6,5,rnd,b,28,102,100.0000,PREF,10
jrndn,30,6,5,rnd,b,29,22,100.0000,PREF,10
jrndn,30,6,5,rnd,f,1,5188,52.7371,PREF,10
jrndn,30,6,5,rnd,f,2,5334,63.5171,PREF,10
jrndn,30,6,5,rnd,f,3,5096,65.7378,PREF,10
jrndn,30,6,5,rnd,f,4,4782,64.9937,PREF,10
jrndn,30,6,5,rnd,f,5,4822,69.3073,PREF,10
jrndn,30,6,5,rnd,f,6,4660,70.0858,PREF,10
jrndn,30,6,5,rnd,f,7,4616,69.8440,PREF,10
jrndn,30,6,5,rnd,f,8,4496,68.8167,PREF,10
jrndn,30,6,5,rnd,f,9,4452,73.4951,PREF,10
jrndn,30,6,5,rnd,f,10,4270,71.8970,PREF,10
jrndn,30,6,5,rnd,f,11,4128,73.0136,PREF,10
jrndn,30,6,5,rnd,f,12,3888,72.4280,PREF,10
jrndn,30,6,5,rnd,f,13,3914,73.9397,PREF,10
jrndn,30,6,5,rnd,f,14,3704,75.4320,PREF,10
jrndn,30,6,5,rnd,f,15,3444,78.2230,PREF,10
jrndn,30,6,5,rnd,f,16,3152,76.0787,PREF,10
jrndn,30,6,5,rnd,f,17,2870,74.9826,PREF,10
jrndn,30,6,5,rnd,f,18,2686,75.3537,PREF,10
jrndn,30,6,5,rnd,f,19,2446,74.8978,PREF,10
jrndn,30,6,5,rnd,f,20,2066,79.0900,PREF,10
jrndn,30,6,5,rnd,f,21,1744,78.3257,PREF,10
jrndn,30,6,5,rnd,f,22,1474,79.7829,PREF,10
jrndn,30,6,5,rnd,f,23,1224,77.1242,PREF,10
jrndn,30,6,5,rnd,f,24,926,85.3132,PREF,10
jrndn,30,6,5,rnd,f,25,704,91.7614,PREF,10
jrndn,30,6,5,rnd,f,26,450,97.7778,PREF,10
jrndn,30,6,5,rnd,f,27,296,95.9459,PREF,10
jrndn,30,6,5,rnd,f,28,102,100.0000,PREF,10
jrndn,30,6,5,rnd,f,29,22,100.0000,PREF,10
jrndn,30,6,5,rnd,p,1,4580,51.9651,PREF,10
jrndn,30,6,5,rnd,p,2,4640,63.5776,PREF,10
jrndn,30,6,5,rnd,p,3,4470,66.4430,PREF,10
jrndn,30,6,5,rnd,p,4,4310,66.3573,PREF,10
jrndn,30,6,5,rnd,p,5,4260,70.1878,PREF,10
jrndn,30,6,5,rnd,p,6,4220,72.2749,PREF,10
jrndn,30,6,5,rnd,p,7,4226,71.2257,PREF,10
jrndn,30,6,5,rnd,p,8,4104,70.1267,PREF,10
jrndn,30,6,5,rnd,p,9,4104,74.1228,PREF,10
jrndn,30,6,5,rnd,p,10,3980,72.9146,PREF,10
jrndn,30,6,5,rnd,p,11,3872,74.8967,PREF,10
jrndn,30,6,5,rnd,p,12,3664,72.8712,PREF,10
jrndn,30,6,5,rnd,p,13,3624,73.5651,PREF,10
jrndn,30,6,5,rnd,p,14,3486,75.2151,PREF,10
jrndn,30,6,5,rnd,p,15,3266,77.2811,PREF,10
jrndn,30,6,5,rnd,p,16,2984,76.4075,PREF,10
jrndn,30,6,5,rnd,p,17,2738,76.1870,PREF,10
jrndn,30,6,5,rnd,p,18,2622,76.4302,PREF,10
jrndn,30,6,5,rnd,p,19,2384,75.5034,PREF,10
jrndn,30,6,5,rnd,p,20,2020,79.6040,PREF,10
jrndn,30,6,5,rnd,p,21,1706,77.4912,PREF,10
jrndn,30,6,5,rnd,p,22,1468,80.1090,PREF,10
jrndn,30,6,5,rnd,p,23,1218,78.1609,PREF,10
jrndn,30,6,5,rnd,p,24,920,85.8696,PREF,10
jrndn,30,6,5,rnd,p,25,698,91.6905,PREF,10
jrndn,30,6,5,rnd,p,26,450,97.7778,PREF,10
jrndn,30,6,5,rnd,p,27,294,95.2381,PREF,10
jrndn,30,6,5,rnd,p,28,102,100.0000,PREF,10
jrndn,30,6,5,rnd,p,29,22,100.0000,PREF,10
jrndn,30,6,5,rnd,a,1,11920,52.9698,PREF,10
jrndn,30,6,5,rnd,a,2,12102,61.9732,PREF,10
jrndn,30,6,5,rnd,a,3,11618,63.9181,PREF,10
jrndn,30,6,5,rnd,a,4,10964,66.2532,PREF,10
jrndn,30,6,5,rnd,a,5,10886,68.9693,PREF,10
jrndn,30,6,5,rnd,a,6,10578,70.7695,PREF,10
jrndn,30,6,5,rnd,a,7,10490,70.4671,PREF,10
jrndn,30,6,5,rnd,a,8,10274,70.3329,PREF,10
jrndn,30,6,5,rnd,a,9,10112,72.5672,PREF,10
jrndn,30,6,5,rnd,a,10,9544,71.5423,PREF,10
jrndn,30,6,5,rnd,a,11,9344,72.2175,PREF,10
jrndn,30,6,5,rnd,a,12,8784,72.3361,PREF,10
jrndn,30,6,5,rnd,a,13,8710,72.8129,PREF,10
jrndn,30,6,5,rnd,a,14,8232,74.1011,PREF,10
jrndn,30,6,5,rnd,a,15,7598,75.6778,PREF,10
jrndn,30,6,5,rnd,a,16,6946,75.5543,PREF,10
jrndn,30,6,5,rnd,a,17,6304,75.2538,PREF,10
jrndn,30,6,5,rnd,a,18,5952,76.6801,PREF,10
jrndn,30,6,5,rnd,a,19,5258,75.8083,PREF,10
jrndn,30,6,5,rnd,a,20,4398,79.2633,PREF,10
jrndn,30,6,5,rnd,a,21,3678,79.5541,PREF,10
jrndn,30,6,5,rnd,a,22,3062,79.4905,PREF,10
jrndn,30,6,5,rnd,a,23,2516,79.2528,PREF,10
jrndn,30,6,5,rnd,a,24,1896,84.5992,PREF,10
jrndn,30,6,5,rnd,a,25,1440,90.6944,PREF,10
jrndn,30,6,5,rnd,a,26,912,93.6404,PREF,10
jrndn,30,6,5,rnd,a,27,596,95.6376,PREF,10
jrndn,30,6,5,rnd,a,28,204,100.0000,PREF,10
jrndn,30,6,5,rnd,a,29,44,100.0000,PREF,10
jrndn,30,6,5,all,b,1,13464,53.4759,PREF,10
jrndn,30,6,5,all,b,2,13564,58.6258,PREF,10
jrndn,30,6,5,all,b,3,13650,61.4652,PREF,10
jrndn,30,6,5,all,b,4,13744,62.5291,PREF,10
jrndn,30,6,5,all,b,5,13516,63.7615,PREF,10
jrndn,30,6,5,all,b,6,13668,63.6231,PREF,10
jrndn,30,6,5,all,b,7,13860,63.2468,PREF,10
jrndn,30,6,5,all,b,8,13590,65.7248,PREF,10
jrndn,30,6,5,all,b,9,13610,66.8332,PREF,10
jrndn,30,6,5,all,b,10,13378,67.0504,PREF,10
jrndn,30,6,5,all,b,11,13088,67.6498,PREF,10
jrndn,30,6,5,all,b,12,12896,67.4628,PREF,10
jrndn,30,6,5,all,b,13,12936,68.7539,PREF,10
jrndn,30,6,5,all,b,14,12738,70.7175,PREF,10
jrndn,30,6,5,all,b,15,12304,72.7243,PREF,10
jrndn,30,6,5,all,b,16,12176,73.7516,PREF,10
jrndn,30,6,5,all,b,17,12154,74.8725,PREF,10
jrndn,30,6,5,all,b,18,11700,75.5214,PREF,10
jrndn,30,6,5,all,b,19,11104,77.0533,PREF,10
jrndn,30,6,5,all,b,20,10574,79.4591,PREF,10
jrndn,30,6,5,all,b,21,9944,80.8327,PREF,10
jrndn,30,6,5,all,b,22,9272,83.4124,PREF,10
jrndn,30,6,5,all,b,23,8498,85.4319,PREF,10
jrndn,30,6,5,all,b,24,7580,87.3879,PREF,10
jrndn,30,6,5,all,b,25,6372,91.6824,PREF,10
jrndn,30,6,5,all,b,26,3726,92.9683,PREF,10
jrndn,30,6,5,all,b,27,1854,94.8220,PREF,10
jrndn,30,6,5,all,b,28,712,96.9101,PREF,10
jrndn,30,6,5,all,b,29,152,98.6842,PREF,10
jrndn,30,6,5,all,f,1,10376,52.5443,PREF,10
jrndn,30,6,5,all,f,2,10410,57.9443,PREF,10
jrndn,30,6,5,all,f,3,10410,59.1547,PREF,10
jrndn,30,6,5,all,f,4,10384,61.4599,PREF,10
jrndn,30,6,5,all,f,5,10302,62.6674,PREF,10
jrndn,30,6,5,all,f,6,10364,63.1802,PREF,10
jrndn,30,6,5,all,f,7,10492,63.5532,PREF,10
jrndn,30,6,5,all,f,8,10212,66.4904,PREF,10
jrndn,30,6,5,all,f,9,10108,65.8093,PREF,10
jrndn,30,6,5,all,f,10,10110,65.4204,PREF,10
jrndn,30,6,5,all,f,11,9876,65.2896,PREF,10
jrndn,30,6,5,all,f,12,9680,66.1157,PREF,10
jrndn,30,6,5,all,f,13,9828,69.3936,PREF,10
jrndn,30,6,5,all,f,14,9658,71.3812,PREF,10
jrndn,30,6,5,all,f,15,9344,72.4957,PREF,10
jrndn,30,6,5,all,f,16,9212,72.7746,PREF,10
jrndn,30,6,5,all,f,17,9274,75.6308,PREF,10
jrndn,30,6,5,all,f,18,8862,75.4232,PREF,10
jrndn,30,6,5,all,f,19,8448,76.8939,PREF,10
jrndn,30,6,5,all,f,20,8310,80.2888,PREF,10
jrndn,30,6,5,all,f,21,7846,82.2840,PREF,10
jrndn,30,6,5,all,f,22,7422,82.5653,PREF,10
jrndn,30,6,5,all,f,23,6914,82.9043,PREF,10
jrndn,30,6,5,all,f,24,6316,87.0804,PREF,10
jrndn,30,6,5,all,f,25,5334,90.4387,PREF,10
jrndn,30,6,5,all,f,26,3366,93.3452,PREF,10
jrndn,30,6,5,all,f,27,1794,95.0948,PREF,10
jrndn,30,6,5,all,f,28,712,98.0337,PREF,10
jrndn,30,6,5,all,f,29,152,98.6842,PREF,10
jrndn,30,6,5,all,p,1,9160,51.9651,PREF,10
jrndn,30,6,5,all,p,2,9140,58.3151,PREF,10
jrndn,30,6,5,all,p,3,9210,60.3692,PREF,10
jrndn,30,6,5,all,p,4,9170,62.0502,PREF,10
jrndn,30,6,5,all,p,5,9090,63.0363,PREF,10
jrndn,30,6,5,all,p,6,9210,62.7579,PREF,10
jrndn,30,6,5,all,p,7,9200,63.3696,PREF,10
jrndn,30,6,5,all,p,8,9128,65.9509,PREF,10
jrndn,30,6,5,all,p,9,9066,65.6298,PREF,10
jrndn,30,6,5,all,p,10,9062,65.5484,PREF,10
jrndn,30,6,5,all,p,11,8910,65.5443,PREF,10
jrndn,30,6,5,all,p,12,8750,65.9657,PREF,10
jrndn,30,6,5,all,p,13,8812,69.2919,PREF,10
jrndn,30,6,5,all,p,14,8740,71.0526,PREF,10
jrndn,30,6,5,all,p,15,8482,72.2471,PREF,10
jrndn,30,6,5,all,p,16,8490,73.0271,PREF,10
jrndn,30,6,5,all,p,17,8544,76.4513,PREF,10
jrndn,30,6,5,all,p,18,8308,75.1565,PREF,10
jrndn,30,6,5,all,p,19,8000,77.3750,PREF,10
jrndn,30,6,5,all,p,20,7824,80.8538,PREF,10
jrndn,30,6,5,all,p,21,7412,81.8942,PREF,10
jrndn,30,6,5,all,p,22,7102,82.5965,PREF,10
jrndn,30,6,5,all,p,23,6624,83.3635,PREF,10
jrndn,30,6,5,all,p,24,6120,86.6993,PREF,10
jrndn,30,6,5,all,p,25,5178,90.4210,PREF,10
jrndn,30,6,5,all,p,26,3318,92.7064,PREF,10
jrndn,30,6,5,all,p,27,1786,95.0728,PREF,10
jrndn,30,6,5,all,p,28,712,98.0337,PREF,10
jrndn,30,6,5,all,p,29,152,98.6842,PREF,10
jrndn,30,6,5,all,a,1,47680,52.9698,PREF,10
jrndn,30,6,5,all,a,2,47488,58.6759,PREF,10
jrndn,30,6,5,all,a,3,47172,61.7443,PREF,10
jrndn,30,6,5,all,a,4,46784,62.9403,PREF,10
jrndn,30,6,5,all,a,5,45964,61.8441,PREF,10
jrndn,30,6,5,all,a,6,42228,61.8215,PREF,10
jrndn,30,6,5,all,a,7,41954,63.2026,PREF,10
jrndn,30,6,5,all,a,8,40324,66.4170,PREF,10
jrndn,30,6,5,all,a,9,41130,66.5257,PREF,10
jrndn,30,6,5,all,a,10,40894,66.5819,PREF,10
jrndn,30,6,5,all,a,11,36842,66.1473,PREF,10
jrndn,30,6,5,all,a,12,36014,67.0795,PREF,10
jrndn,30,6,5,all,a,13,36592,69.7967,PREF,10
jrndn,30,6,5,all,a,14,36412,71.7621,PREF,10
jrndn,30,6,5,all,a,15,35532,73.0890,PREF,10
jrndn,30,6,5,all,a,16,33448,73.5769,PREF,10
jrndn,30,6,5,all,a,17,33484,75.2897,PREF,10
jrndn,30,6,5,all,a,18,32778,76.8442,PREF,10
jrndn,30,6,5,all,a,19,31662,77.9546,PREF,10
jrndn,30,6,5,all,a,20,31206,80.8050,PREF,10
jrndn,30,6,5,all,a,21,29032,82.4814,PREF,10
jrndn,30,6,5,all,a,22,27674,84.3102,PREF,10
jrndn,30,6,5,all,a,23,25606,85.7455,PREF,10
jrndn,30,6,5,all,a,24,23114,87.5573,PREF,10
jrndn,30,6,5,all,a,25,19428,90.4982,PREF,10
jrndn,30,6,5,all,a,26,12252,93.0787,PREF,10
jrndn,30,6,5,all,a,27,6782,95.0752,PREF,10
jrndn,30,6,5,all,a,28,2776,96.6138,PREF,10
jrndn,30,6,5,all,a,29,612,100.0000,PREF,10
