trainingdata,dim,n,m,track,rank,step,l
jrndn,30,6,5,mwr,b,24,4344
jrndn,30,6,5,mwr,b,25,3890
jrndn,30,6,5,mwr,b,26,1900
jrndn,30,6,5,mwr,b,27,788
jrndn,30,6,5,mwr,b,28,256
jrndn,30,6,5,mwr,b,29,42
jrndn,30,6,5,mwr,b,30,0
jrndn,30,6,5,mwr,f,1,5188
jrndn,30,6,5,mwr,f,2,5050
jrndn,30,6,5,mwr,f,3,4984
jrndn,30,6,5,mwr,f,4,4862
jrndn,30,6,5,mwr,f,5,4846
jrndn,30,6,5,mwr,f,6,4872
jrndn,30,6,5,mwr,f,7,5000
jrndn,30,6,5,mwr,f,8,4802
jrndn,30,6,5,mwr,f,9,4714
jrndn,30,6,5,mwr,f,10,4666
jrndn,30,6,5,mwr,f,11,4500
jrndn,30,6,5,mwr,f,12,4368
jrndn,30,6,5,mwr,f,13,4600
jrndn,30,6,5,mwr,f,14,4488
jrndn,30,6,5,mwr,f,15,4190
jrndn,30,6,5,mwr,f,16,4216
jrndn,30,6,5,mwr,f,17,4350
jrndn,30,6,5,mwr,f,18,4056
jrndn,30,6,5,mwr,f,19,3948
jrndn,30,6,5,mwr,f,20,4004
jrndn,30,6,5,mwr,f,21,3748
jrndn,30,6,5,mwr,f,22,3718
jrndn,30,6,5,mwr,f,23,3694
jrndn,30,6,5,mwr,f,24,3558
jrndn,30,6,5,mwr,f,25,3110
jrndn,30,6,5,mwr,f,26,1644
jrndn,30,6,5,mwr,f,27,740
jrndn,30,6,5,mwr,f,28,256
jrndn,30,6,5,mwr,f,29,42
jrndn,30,6,5,mwr,f,30,0
jrndn,30,6,5,mwr,p,1,4580
jrndn,30,6,5,mwr,p,2,4430
jrndn,30,6,5,mwr,p,3,4430
jrndn,30,6,5,mwr,p,4,4350
jrndn,30,6,5,mwr,p,5,4320
jrndn,30,6,5,mwr,p,6,4360
jrndn,30,6,5,mwr,p,7,4400
jrndn,30,6,5,mwr,p,8,4320
jrndn,30,6,5,mwr,p,9,4210
jrndn,30,6,5,mwr,p,10,4210
jrndn,30,6,5,mwr,p,11,4060
jrndn,30,6,5,mwr,p,12,3950
jrndn,30,6,5,mwr,p,13,4080
jrndn,30,6,5,mwr,p,14,4010
jrndn,30,6,5,mwr,p,15,3800
jrndn,30,6,5,mwr,p,16,3900
jrndn,30,6,5,mwr,p,17,4000
jrndn,30,6,5,mwr,p,18,3840
jrndn,30,6,5,mwr,p,19,3760
jrndn,30,6,5,mwr,p,20,3730
jrndn,30,6,5,mwr,p,21,3540
jrndn,30,6,5,mwr,p,22,3560
jrndn,30,6,5,mwr,p,23,3510
jrndn,30,6,5,mwr,p,24,3420
jrndn,30,6,5,mwr,p,25,3000
jrndn,30,6,5,mwr,p,26,1608
jrndn,30,6,5,mwr,p,27,732
jrndn,30,6,5,mwr,p,28,256
jrndn,30,6,5,mwr,p,29,42
jrndn,30,6,5,mwr,p,30,0
jrndn,30,6,5,lwr,b,1,6732
jrndn,30,6,5,lwr,b,2,6766
jrndn,30,6,5,lwr,b,3,6334
jrndn,30,6,5,lwr,b,4,6046
jrndn,30,6,5,lwr,b,5,5622
jrndn,30,6,5,lwr,b,6,3436
jrndn,30,6,5,lwr,b,7,3372
jrndn,30,6,5,lwr,b,8,2912
jrndn,30,6,5,lwr,b,9,3184
jrndn,30,6,5,lwr,b,10,3216
jrndn,30,6,5,lwr,b,11,1452
jrndn,30,6,5,lwr,b,12,1456
jrndn,30,6,5,lwr,b,13,1554
jrndn,30,6,5,lwr,b,14,1752
jrndn,30,6,5,lwr,b,15,1710
jrndn,30,6,5,lwr,b,16,616
jrndn,30,6,5,lwr,b,17,552
jrndn,30,6,5,lwr,b,18,608
jrndn,30,6,5,lwr,b,19,676
jrndn,30,6,5,lwr,b,20,760
jrndn,30,6,5,lwr,b,21,124
jrndn,30,6,5,lwr,b,22,106
jrndn,30,6,5,lwr,b,23,118
jrndn,30,6,5,lwr,b,24,138
jrndn,30,6,5,lwr,b,25,222
jrndn,30,6,5,lwr,b,26,0
jrndn,30,6,5,lwr,b,27,0
jrndn,30,6,5,lwr,b,28,0
jrndn,30,6,5,lwr,b,29,0
jrndn,30,6,5,lwr,b,30,0
jrndn,30,6,5,lwr,f,1,5188
jrndn,30,6,5,lwr,f,2,5212
jrndn,30,6,5,lwr,f,3,4968
jrndn,30,6,5,lwr,f,4,4778
jrndn,30,6,5,lwr,f,5,4478
jrndn,30,6,5,lwr,f,6,3078
jrndn,30,6,5,lwr,f,7,2980
jrndn,30,6,5,lwr,f,8,2556
jrndn,30,6,5,lwr,f,9,2832
jrndn,30,6,5,lwr,f,10,2842
jrndn,30,6,5,lwr,f,11,1418
jrndn,30,6,5,lwr,f,12,1398
jrndn,30,6,5,lwr,f,13,1502
jrndn,30,6,5,lwr,f,14,1672
jrndn,30,6,5,lwr,f,15,1620
jrndn,30,6,5,lwr,f,16,616
jrndn,30,6,5,lwr,f,17,552
jrndn,30,6,5,lwr,f,18,608
jrndn,30,6,5,lwr,f,19,676
jrndn,30,6,5,lwr,f,20,760
jrndn,30,6,5,lwr,f,21,124
jrndn,30,6,5,lwr,f,22,106
jrndn,30,6,5,lwr,f,23,118
jrndn,30,6,5,lwr,f,24,138
jrndn,30,6,5,lwr,f,25,222
jrndn,30,6,5,lwr,f,26,0
jrndn,30,6,5,lwr,f,27,0
jrndn,30,6,5,lwr,f,28,0
jrndn,30,6,5,lwr,f,29,0
jrndn,30,6,5,lwr,f,30,0
jrndn,30,6,5,lwr,p,1,4580
jrndn,30,6,5,lwr,p,2,4650
jrndn,30,6,5,lwr,p,3,4320
jrndn,30,6,5,lwr,p,4,4190
jrndn,30,6,5,lwr,p,5,3960
jrndn,30,6,5,lwr,p,6,2776
jrndn,30,6,5,lwr,p,7,2768
jrndn,30,6,5,lwr,p,8,2384
jrndn,30,6,5,lwr,p,9,2672
jrndn,30,6,5,lwr,p,10,2648
jrndn,30,6,5,lwr,p,11,1368
jrndn,30,6,5,lwr,p,12,1350
jrndn,30,6,5,lwr,p,13,1446
jrndn,30,6,5,lwr,p,14,1632
jrndn,30,6,5,lwr,p,15,1578
jrndn,30,6,5,lwr,p,16,616
jrndn,30,6,5,lwr,p,17,552
jrndn,30,6,5,lwr,p,18,608
jrndn,30,6,5,lwr,p,19,676
jrndn,30,6,5,lwr,p,20,760
jrndn,30,6,5,lwr,p,21,124
jrndn,30,6,5,lwr,p,22,106
jrndn,30,6,5,lwr,p,23,118
jrndn,30,6,5,lwr,p,24,138
jrndn,30,6,5,lwr,p,25,222
jrndn,30,6,5,lwr,p,26,0
jrndn,30,6,5,lwr,p,27,0
jrndn,30,6,5,lwr,p,28,0
jrndn,30,6,5,lwr,p,29,0
jrndn,30,6,5,lwr,p,30,0
jrndn,30,6,5,rnd,b,1,6732
jrndn,30,6,5,rnd,b,2,6768
jrndn,30,6,5,rnd,b,3,6522
jrndn,30,6,5,rnd,b,4,6182
jrndn,30,6,5,rnd,b,5,6064
jrndn,30,6,5,rnd,b,6,5918
jrndn,30,6,5,rnd,b,7,5874
jrndn,30,6,5,rnd,b,8,5778
jrndn,30,6,5,rnd,b,9,5660
jrndn,30,6,5,rnd,b,10,5274
jrndn,30,6,5,rnd,b,11,5216
jrndn,30,6,5,rnd,b,12,4896
jrndn,30,6,5,rnd,b,13,4796
jrndn,30,6,5,rnd,b,14,4528
jrndn,30,6,5,rnd,b,15,4154
jrndn,30,6,5,rnd,b,16,3794
jrndn,30,6,5,rnd,b,17,3434
jrndn,30,6,5,rnd,b,18,3266
jrndn,30,6,5,rnd,b,19,2812
jrndn,30,6,5,rnd,b,20,2332
jrndn,30,6,5,rnd,b,21,1934
jrndn,30,6,5,rnd,b,22,1588
jrndn,30,6,5,rnd,b,23,1292
jrndn,30,6,5,rnd,b,24,970
jrndn,30,6,5,rnd,b,25,736
jrndn,30,6,5,rnd,b,26,462
jrndn,30,6,5,rnd,b,27,300
jrndn,30,6,5,rnd,b,28,102
jrndn,30,6,5,rnd,b,29,22
jrndn,30,6,5,rnd,b,30,0
jrndn,30,6,5,rnd,f,1,5188
jrndn,30,6,5,rnd,f,2,5334
jrndn,30,6,5,rnd,f,3,5096
jrndn,30,6,5,rnd,f,4,4782
jrndn,30,6,5,rnd,f,5,4822
jrndn,30,6,5,rnd,f,6,4660
jrndn,30,6,5,rnd,f,7,4616
jrndn,30,6,5,rnd,f,8,4496
jrndn,30,6,5,rnd,f,9,4452
jrndn,30,6,5,rnd,f,10,4270
jrndn,30,6,5,rnd,f,11,4128
jrndn,30,6,5,rnd,f,12,3888
jrndn,30,6,5,rnd,f,13,3914
jrndn,30,6,5,rnd,f,14,3704
jrndn,30,6,5,rnd,f,15,3444
jrndn,30,6,5,rnd,f,16,3152
jrndn,30,6,5,rnd,f,17,2870
jrndn,30,6,5,rnd,f,18,2686
jrndn,30,6,5,rnd,f,19,2446
jrndn,30,6,5,rnd,f,20,2066
jrndn,30,6,5,rnd,f,21,1744
jrndn,30,6,5,rnd,f,22,1474
jrndn,30,6,5,rnd,f,23,1224
jrndn,30,6,5,rnd,f,24,926
jrndn,30,6,5,rnd,f,25,704
jrndn,30,6,5,rnd,f,26,450
jrndn,30,6,5,rnd,f,27,296
jrndn,30,6,5,rnd,f,28,102
jrndn,30,6,5,rnd,f,29,22
jrndn,30,6,5,rnd,f,30,0
jrndn,30,6,5,rnd,p,1,4580
jrndn,30,6,5,rnd,p,2,4640
jrndn,30,6,5,rnd,p,3,4470
jrndn,30,6,5,rnd,p,4,4310
jrndn,30,6,5,rnd,p,5,4260
jrndn,30,6,5,rnd,p,6,4220
jrndn,30,6,5,rnd,p,7,4226
jrndn,30,6,5,rnd,p,8,4104
jrndn,30,6,5,rnd,p,9,4104
jrndn,30,6,5,rnd,p,10,3980
jrndn,30,6,5,rnd,p,11,3872
jrndn,30,6,5,rnd,p,12,3664
jrndn,30,6,5,rnd,p,13,3624
jrndn,30,6,5,rnd,p,14,3486
jrndn,30,6,5,rnd,p,15,3266
jrndn,30,6,5,rnd,p,16,2984
jrndn,30,6,5,rnd,p,17,2738
jrndn,30,6,5,rnd,p,18,2622
jrndn,30,6,5,rnd,p,19,2384
jrndn,30,6,5,rnd,p,20,2020
jrndn,30,6,5,rnd,p,21,1706
jrndn,30,6,5,rnd,p,22,1468
jrndn,30,6,5,rnd,p,23,1218
jrndn,30,6,5,rnd,p,24,920
jrndn,30,6,5,rnd,p,25,698
jrndn,30,6,5,rnd,p,26,450
jrndn,30,6,5,rnd,p,27,294
jrndn,30,6,5,rnd,p,28,102
jrndn,30,6,5,rnd,p,29,22
jrndn,30,6,5,rnd,p,30,0
fjc,30,6,5,opt,b,1,7912
fjc,30,6,5,opt,b,2,7986
fjc,30,6,5,opt,b,3,7608
fjc,30,6,5,opt,b,4,7298
fjc,30,6,5,opt,b,5,6926
fjc,30,6,5,opt,b,6,6532
fjc,30,6,5,opt,b,7,5972
fjc,30,6,5,opt,b,8,5554
fjc,30,6,5,opt,b,9,5146
fjc,30,6,5,opt,b,10,4566
fjc,30,6,5,opt,b,11,4238
fjc,30,6,5,opt,b,12,3902
fjc,30,6,5,opt,b,13,3744
fjc,30,6,5,opt,b,14,3462
fjc,30,6,5,opt,b,15,3262
fjc,30,6,5,opt,b,16,2920
fjc,30,6,5,opt,b,17,2880
fjc,30,6,5,opt,b,18,2800
fjc,30,6,5,opt,b,19,2542
fjc,30,6,5,opt,b,20,2352
fjc,30,6,5,opt,b,21,2220
fjc,30,6,5,opt,b,22,2012
fjc,30,6,5,opt,b,23,1740
fjc,30,6,5,opt,b,24,1494
fjc,30,6,5,opt,b,25,1312
fjc,30,6,5,opt,b,26,1072
fjc,30,6,5,opt,b,27,828
fjc,30,6,5,opt,b,28,490
fjc,30,6,5,opt,b,29,330
fjc,30,6,5,opt,b,30,0
fjc,30,6,5,opt,f,1,5836
fjc,30,6,5,opt,f,2,5700
fjc,30,6,5,opt,f,3,5476
fjc,30,6,5,opt,f,4,5248
fjc,30,6,5,opt,f,5,4846
fjc,30,6,5,opt,f,6,4700
fjc,30,6,5,opt,f,7,4400
fjc,30,6,5,opt,f,8,4142
fjc,30,6,5,opt,f,9,4006
fjc,30,6,5,opt,f,10,3604
fjc,30,6,5,opt,f,11,3364
fjc,30,6,5,opt,f,12,3210
fjc,30,6,5,opt,f,13,3112
fjc,30,6,5,opt,f,14,2882
fjc,30,6,5,opt,f,15,2778
fjc,30,6,5,opt,f,16,2490
fjc,30,6,5,opt,f,17,2472
fjc,30,6,5,opt,f,18,2408
fjc,30,6,5,opt,f,19,2170
fjc,30,6,5,opt,f,20,2032
fjc,30,6,5,opt,f,21,1906
fjc,30,6,5,opt,f,22,1754
fjc,30,6,5,opt,f,23,1554
fjc,30,6,5,opt,f,24,1360
fjc,30,6,5,opt,f,25,1196
fjc,30,6,5,opt,f,26,992
fjc,30,6,5,opt,f,27,806
fjc,30,6,5,opt,f,28,490
fjc,30,6,5,opt,f,29,330
fjc,30,6,5,opt,f,30,0
fjc,30,6,5,opt,p,1,5000
fjc,30,6,5,opt,p,2,4860
fjc,30,6,5,opt,p,3,4670
fjc,30,6,5,opt,p,4,4580
fjc,30,6,5,opt,p,5,4370
fjc,30,6,5,opt,p,6,4330
fjc,30,6,5,opt,p,7,4110
fjc,30,6,5,opt,p,8,3934
fjc,30,6,5,opt,p,9,3840
fjc,30,6,5,opt,p,10,3510
fjc,30,6,5,opt,p,11,3294
fjc,30,6,5,opt,p,12,3156
fjc,30,6,5,opt,p,13,3072
fjc,30,6,5,opt,p,14,2856
fjc,30,6,5,opt,p,15,2740
fjc,30,6,5,opt,p,16,2440
fjc,30,6,5,opt,p,17,2418
fjc,30,6,5,opt,p,18,2356
fjc,30,6,5,opt,p,19,2128
fjc,30,6,5,opt,p,20,2008
fjc,30,6,5,opt,p,21,1894
fjc,30,6,5,opt,p,22,1738
fjc,30,6,5,opt,p,23,1544
fjc,30,6,5,opt,p,24,1338
fjc,30,6,5,opt,p,25,1184
fjc,30,6,5,opt,p,26,990
fjc,30,6,5,opt,p,27,800
fjc,30,6,5,opt,p,28,490
fjc,30,6,5,opt,p,29,330
fjc,30,6,5,opt,p,30,0
fjc,30,6,5,cma,b,1,7912
fjc,30,6,5,cma,b,2,7774
fjc,30,6,5,cma,b,3,7756
fjc,30,6,5,cma,b,4,6618
fjc,30,6,5,cma,b,5,6542
fjc,30,6,5,cma,b,6,6474
fjc,30,6,5,cma,b,7,4990
fjc,30,6,5,cma,b,8,2674
fjc,30,6,5,cma,b,9,1478
fjc,30,6,5,cma,b,10,1460
fjc,30,6,5,cma,b,11,1556
fjc,30,6,5,cma,b,12,1220
fjc,30,6,5,cma,b,13,480
fjc,30,6,5,cma,b,14,332
fjc,30,6,5,cma,b,15,384
fjc,30,6,5,cma,b,16,1128
fjc,30,6,5,cma,b,17,466
fjc,30,6,5,cma,b,18,22
fjc,30,6,5,cma,b,19,30
fjc,30,6,5,cma,b,20,270
fjc,30,6,5,cma,b,21,320
fjc,30,6,5,cma,b,22,334
fjc,30,6,5,cma,b,23,6
fjc,30,6,5,cma,b,24,12
fjc,30,6,5,cma,b,25,4
fjc,30,6,5,cma,b,26,116
fjc,30,6,5,cma,b,27,76
fjc,30,6,5,cma,b,28,0
fjc,30,6,5,cma,b,29,164
fjc,30,6,5,cma,b,30,0
fjc,30,6,5,cma,f,1,5836
fjc,30,6,5,cma,f,2,5642
fjc,30,6,5,cma,f,3,5638
fjc,30,6,5,cma,f,4,4826
fjc,30,6,5,cma,f,5,4788
fjc,30,6,5,cma,f,6,4746
fjc,30,6,5,cma,f,7,3720
fjc,30,6,5,cma,f,8,2144
fjc,30,6,5,cma,f,9,1212
fjc,30,6,5,cma,f,10,1196
fjc,30,6,5,cma,f,11,1324
fjc,30,6,5,cma,f,12,1052
fjc,30,6,5,cma,f,13,452
fjc,30,6,5,cma,f,14,332
fjc,30,6,5,cma,f,15,384
fjc,30,6,5,cma,f,16,1128
fjc,30,6,5,cma,f,17,466
fjc,30,6,5,cma,f,18,22
fjc,30,6,5,cma,f,19,30
fjc,30,6,5,cma,f,20,270
fjc,30,6,5,cma,f,21,320
fjc,30,6,5,cma,f,22,334
fjc,30,6,5,cma,f,23,6
fjc,30,6,5,cma,f,24,12
fjc,30,6,5,cma,f,25,4
fjc,30,6,5,cma,f,26,116
fjc,30,6,5,cma,f,27,76
fjc,30,6,5,cma,f,28,0
fjc,30,6,5,cma,f,29,164
fjc,30,6,5,cma,f,30,0
fjc,30,6,5,cma,p,1,5000
fjc,30,6,5,cma,p,2,4770
fjc,30,6,5,cma,p,3,4760
fjc,30,6,5,cma,p,4,4150
fjc,30,6,5,cma,p,5,4120
fjc,30,6,5,cma,p,6,4090
fjc,30,6,5,cma,p,7,3252
fjc,30,6,5,cma,p,8,1928
fjc,30,6,5,cma,p,9,1140
fjc,30,6,5,cma,p,10,1128
fjc,30,6,5,cma,p,11,1264
fjc,30,6,5,cma,p,12,1016
fjc,30,6,5,cma,p,13,450
fjc,30,6,5,cma,p,14,332
fjc,30,6,5,cma,p,15,384
fjc,30,6,5,cma,p,16,1128
fjc,30,6,5,cma,p,17,466
fjc,30,6,5,cma,p,18,22
fjc,30,6,5,cma,p,19,30
fjc,30,6,5,cma,p,20,270
fjc,30,6,5,cma,p,21,320
fjc,30,6,5,cma,p,22,334
fjc,30,6,5,cma,p,23,6
fjc,30,6,5,cma,p,24,12
fjc,30,6,5,cma,p,25,4
fjc,30,6,5,cma,p,26,116
fjc,30,6,5,cma,p,27,76
fjc,30,6,5,cma,p,28,0
fjc,30,6,5,cma,p,29,164
fjc,30,6,5,cma,p,30,0
fjc,30,6,5,mwr,b,1,7912
fjc,30,6,5,mwr,b,2,1328
fjc,30,6,5,mwr,b,3,3568
fjc,30,6,5,mwr,b,4,3492
fjc,30,6,5,mwr,b,5,4382
fjc,30,6,5,mwr,b,6,4284
fjc,30,6,5,mwr,b,7,4632
fjc,30,6,5,mwr,b,8,4770
fjc,30,6,5,mwr,b,9,4954
fjc,30,6,5,mwr,b,10,5076
fjc,30,6,5,mwr,b,11,5090
fjc,30,6,5,mwr,b,12,5378
fjc,30,6,5,mwr,b,13,5668
fjc,30,6,5,mwr,b,14,6004
fjc,30,6,5,mwr,b,15,6108
fjc,30,6,5,mwr,b,16,6342
fjc,30,6,5,mwr,b,17,6576
fjc,30,6,5,mwr,b,18,6682
fjc,30,6,5,mwr,b,19,6794
fjc,30,6,5,mwr,b,20,7028
fjc,30,6,5,mwr,b,21,7136
fjc,30,6,5,mwr,b,22,7266
fjc,30,6,5,mwr,b,23,7148
fjc,30,6,5,mwr,b,24,6546
fjc,30,6,5,mwr,b,25,5002
fjc,30,6,5,mwr,b,26,3586
fjc,30,6,5,mwr,b,27,2422
fjc,30,6,5,mwr,b,28,1500
fjc,30,6,5,mwr,b,29,414
fjc,30,6,5,mwr,b,30,0
fjc,30,6,5,mwr,f,1,5836
fjc,30,6,5,mwr,f,2,1054
fjc,30,6,5,mwr,f,3,3468
fjc,30,6,5,mwr,f,4,2370
fjc,30,6,5,mwr,f,5,3758
fjc,30,6,5,mwr,f,6,3554
fjc,30,6,5,mwr,f,7,3540
fjc,30,6,5,mwr,f,8,3600
fjc,30,6,5,mwr,f,9,3800
fjc,30,6,5,mwr,f,10,3870
fjc,30,6,5,mwr,f,11,3940
fjc,30,6,5,mwr,f,12,4026
fjc,30,6,5,mwr,f,13,4146
fjc,30,6,5,mwr,f,14,4276
fjc,30,6,5,mwr,f,15,4334
fjc,30,6,5,mwr,f,16,4398
fjc,30,6,5,mwr,f,17,4540
fjc,30,6,5,mwr,f,18,4588
fjc,30,6,5,mwr,f,19,4678
fjc,30,6,5,mwr,f,20,4686
fjc,30,6,5,mwr,f,21,4634
fjc,30,6,5,mwr,f,22,4550
fjc,30,6,5,mwr,f,23,4444
fjc,30,6,5,mwr,f,24,4214
fjc,30,6,5,mwr,f,25,3876
fjc,30,6,5,mwr,f,26,3154
fjc,30,6,5,mwr,f,27,2312
fjc,30,6,5,mwr,f,28,1500
fjc,30,6,5,mwr,f,29,414
fjc,30,6,5,mwr,f,30,0
fjc,30,6,5,mwr,p,1,5000
fjc,30,6,5,mwr,p,2,940
fjc,30,6,5,mwr,p,3,3420
fjc,30,6,5,mwr,p,4,2350
fjc,30,6,5,mwr,p,5,3740
fjc,30,6,5,mwr,p,6,3540
fjc,30,6,5,mwr,p,7,3540
fjc,30,6,5,mwr,p,8,3600
fjc,30,6,5,mwr,p,9,3800
fjc,30,6,5,mwr,p,10,3870
fjc,30,6,5,mwr,p,11,3940
fjc,30,6,5,mwr,p,12,4020
fjc,30,6,5,mwr,p,13,4140
fjc,30,6,5,mwr,p,14,4270
fjc,30,6,5,mwr,p,15,4328
fjc,30,6,5,mwr,p,16,4396
fjc,30,6,5,mwr,p,17,4534
fjc,30,6,5,mwr,p,18,4584
fjc,30,6,5,mwr,p,19,4664
fjc,30,6,5,mwr,p,20,4662
fjc,30,6,5,mwr,p,21,4612
fjc,30,6,5,mwr,p,22,4528
fjc,30,6,5,mwr,p,23,4406
fjc,30,6,5,mwr,p,24,4172
fjc,30,6,5,mwr,p,25,3840
fjc,30,6,5,mwr,p,26,3122
fjc,30,6,5,mwr,p,27,2294
fjc,30,6,5,mwr,p,28,1500
fjc,30,6,5,mwr,p,29,414
fjc,30,6,5,mwr,p,30,0
fjc,30,6,5,lwr,b,1,7912
fjc,30,6,5,lwr,b,2,8088
fjc,30,6,5,lwr,b,3,8088
fjc,30,6,5,lwr,b,4,8088
fjc,30,6,5,lwr,b,5,8088
fjc,30,6,5,lwr,b,6,5440
fjc,30,6,5,lwr,b,7,5564
fjc,30,6,5,lwr,b,8,5564
fjc,30,6,5,lwr,b,9,5564
fjc,30,6,5,lwr,b,10,5564
fjc,30,6,5,lwr,b,11,3434
fjc,30,6,5,lwr,b,12,3488
fjc,30,6,5,lwr,b,13,3488
fjc,30,6,5,lwr,b,14,3488
fjc,30,6,5,lwr,b,15,3488
fjc,30,6,5,lwr,b,16,1948
fjc,30,6,5,lwr,b,17,1700
fjc,30,6,5,lwr,b,18,1700
fjc,30,6,5,lwr,b,19,1700
fjc,30,6,5,lwr,b,20,1700
fjc,30,6,5,lwr,b,21,850
fjc,30,6,5,lwr,b,22,0
fjc,30,6,5,lwr,b,23,0
fjc,30,6,5,lwr,b,24,0
fjc,30,6,5,lwr,b,25,0
fjc,30,6,5,lwr,b,26,0
fjc,30,6,5,lwr,b,27,0
fjc,30,6,5,lwr,b,28,0
fjc,30,6,5,lwr,b,29,0
fjc,30,6,5,lwr,b,30,0
fjc,30,6,5,lwr,f,1,5836
fjc,30,6,5,lwr,f,2,5672
fjc,30,6,5,lwr,f,3,5672
fjc,30,6,5,lwr,f,4,5672
fjc,30,6,5,lwr,f,5,5672
fjc,30,6,5,lwr,f,6,4414
fjc,30,6,5,lwr,f,7,4392
fjc,30,6,5,lwr,f,8,4392
fjc,30,6,5,lwr,f,9,4392
fjc,30,6,5,lwr,f,10,4392
fjc,30,6,5,lwr,f,11,3182
fjc,30,6,5,lwr,f,12,3042
fjc,30,6,5,lwr,f,13,3042
fjc,30,6,5,lwr,f,14,3042
fjc,30,6,5,lwr,f,15,3042
fjc,30,6,5,lwr,f,16,1948
fjc,30,6,5,lwr,f,17,1700
fjc,30,6,5,lwr,f,18,1700
fjc,30,6,5,lwr,f,19,1700
fjc,30,6,5,lwr,f,20,1700
fjc,30,6,5,lwr,f,21,850
fjc,30,6,5,lwr,f,22,0
fjc,30,6,5,lwr,f,23,0
fjc,30,6,5,lwr,f,24,0
fjc,30,6,5,lwr,f,25,0
fjc,30,6,5,lwr,f,26,0
fjc,30,6,5,lwr,f,27,0
fjc,30,6,5,lwr,f,28,0
fjc,30,6,5,lwr,f,29,0
fjc,30,6,5,lwr,f,30,0
fjc,30,6,5,lwr,p,1,5000
fjc,30,6,5,lwr,p,2,4990
fjc,30,6,5,lwr,p,3,4990
fjc,30,6,5,lwr,p,4,4990
fjc,30,6,5,lwr,p,5,4990
fjc,30,6,5,lwr,p,6,3992
fjc,30,6,5,lwr,p,7,3976
fjc,30,6,5,lwr,p,8,3976
fjc,30,6,5,lwr,p,9,3976
fjc,30,6,5,lwr,p,10,3976
fjc,30,6,5,lwr,p,11,2982
fjc,30,6,5,lwr,p,12,2922
fjc,30,6,5,lwr,p,13,2922
fjc,30,6,5,lwr,p,14,2922
fjc,30,6,5,lwr,p,15,2922
fjc,30,6,5,lwr,p,16,1948
fjc,30,6,5,lwr,p,17,1700
fjc,30,6,5,lwr,p,18,1700
fjc,30,6,5,lwr,p,19,1700
fjc,30,6,5,lwr,p,20,1700
fjc,30,6,5,lwr,p,21,850
fjc,30,6,5,lwr,p,22,0
fjc,30,6,5,lwr,p,23,0
fjc,30,6,5,lwr,p,24,0
fjc,30,6,5,lwr,p,25,0
fjc,30,6,5,lwr,p,26,0
fjc,30,6,5,lwr,p,27,0
fjc,30,6,5,lwr,p,28,0
fjc,30,6,5,lwr,p,29,0
fjc,30,6,5,lwr,p,30,0
fjc,30,6,5,rnd,b,1,7912
fjc,30,6,5,rnd,b,2,6914
fjc,30,6,5,rnd,b,3,6610
fjc,30,6,5,rnd,b,4,6120
fjc,30,6,5,rnd,b,5,5914
fjc,30,6,5,rnd,b,6,5512
fjc,30,6,5,rnd,b,7,5214
fjc,30,6,5,rnd,b,8,4594
fjc,30,6,5,rnd,b,9,4284
fjc,30,6,5,rnd,b,10,3820
fjc,30,6,5,rnd,b,11,3472
fjc,30,6,5,rnd,b,12,3320
fjc,30,6,5,rnd,b,13,3088
fjc,30,6,5,rnd,b,14,2788
fjc,30,6,5,rnd,b,15,2418
fjc,30,6,5,rnd,b,16,2174
fjc,30,6,5,rnd,b,17,2200
fjc,30,6,5,rnd,b,18,1922
fjc,30,6,5,rnd,b,19,1782
fjc,30,6,5,rnd,b,20,1598
fjc,30,6,5,rnd,b,21,1304
fjc,30,6,5,rnd,b,22,1056
fjc,30,6,5,rnd,b,23,860
fjc,30,6,5,rnd,b,24,684
fjc,30,6,5,rnd,b,25,468
fjc,30,6,5,rnd,b,26,398
fjc,30,6,5,rnd,b,27,248
fjc,30,6,5,rnd,b,28,132
fjc,30,6,5,rnd,b,29,118
fjc,30,6,5,rnd,b,30,0
fjc,30,6,5,rnd,f,1,5836
fjc,30,6,5,rnd,f,2,4986
fjc,30,6,5,rnd,f,3,4774
fjc,30,6,5,rnd,f,4,4472
fjc,30,6,5,rnd,f,5,4426
fjc,30,6,5,rnd,f,6,4224
fjc,30,6,5,rnd,f,7,4040
fjc,30,6,5,rnd,f,8,3706
fjc,30,6,5,rnd,f,9,3536
fjc,30,6,5,rnd,f,10,3224
fjc,30,6,5,rnd,f,11,3002
fjc,30,6,5,rnd,f,12,2886
fjc,30,6,5,rnd,f,13,2718
fjc,30,6,5,rnd,f,14,2464
fjc,30,6,5,rnd,f,15,2154
fjc,30,6,5,rnd,f,16,1964
fjc,30,6,5,rnd,f,17,1956
fjc,30,6,5,rnd,f,18,1748
fjc,30,6,5,rnd,f,19,1652
fjc,30,6,5,rnd,f,20,1472
fjc,30,6,5,rnd,f,21,1220
fjc,30,6,5,rnd,f,22,978
fjc,30,6,5,rnd,f,23,810
fjc,30,6,5,rnd,f,24,650
fjc,30,6,5,rnd,f,25,454
fjc,30,6,5,rnd,f,26,384
fjc,30,6,5,rnd,f,27,240
fjc,30,6,5,rnd,f,28,132
fjc,30,6,5,rnd,f,29,118
fjc,30,6,5,rnd,f,30,0
fjc,30,6,5,rnd,p,1,5000
fjc,30,6,5,rnd,p,2,4320
fjc,30,6,5,rnd,p,3,4340
fjc,30,6,5,rnd,p,4,4130
